# m1 1.0816389649653888 m2 0.889917382856869 m3 1.0105245559467184 
#  t x1 x2 x3 y1 y2 y3 vx1 vx2 vx3 vy1 vy2 vy3
2.400000000000000050e-02 8.242387861615057404e-03 -6.804112312077468250e-01 -8.413899759899551301e-01 1.012625664244732437e+00 -8.687318162297451574e-01 -2.780900398673701313e-01 3.395073745846528546e-01 3.348448568954840443e-01 -6.752805741817704543e-01 5.189527149245487525e-01 5.983204338069495476e-01 -1.108473832554755623e+00
2.500000000000000139e-02 8.581895236199709939e-03 -6.800763863508513252e-01 -8.420652565641368881e-01 1.013144616959656963e+00 -8.681334957959382370e-01 -2.791985136999248773e-01 3.391984737688504281e-01 3.342284576503364857e-01 -6.744071035109946433e-01 5.183910199556044374e-01 6.011749769844617619e-01 -1.110386459435096729e+00
2.600000000000000228e-02 8.921093709968561103e-03 -6.797421578932010267e-01 -8.427396636676478536e-01 1.013663007979612507e+00 -8.675323208189538171e-01 -2.803089001593599972e-01 3.388901512211425771e-01 3.336027751476785541e-01 -6.735260765122902393e-01 5.178301795193210877e-01 6.040396339380628143e-01 -1.112308907671002434e+00
2.699999999999999969e-02 9.259983861189704027e-03 -6.794085551180533145e-01 -8.434131897441601300e-01 1.014180838159131737e+00 -8.669282811850157477e-01 -2.814212090670309974e-01 3.385824048701283617e-01 3.329677059029051978e-01 -6.726373998348758043e-01 5.172701897882661104e-01 6.069144628086373672e-01 -1.114241224367398031e+00
2.800000000000000058e-02 9.598566266059833235e-03 -6.790755874121504609e-01 -8.440858271439950489e-01 1.014698108348919936e+00 -8.663213667222071646e-01 -2.825354502913983712e-01 3.382752326519326003e-01 3.323231450350494498e-01 -6.717409789063206738e-01 5.167110469510166615e-01 6.097995220548922957e-01 -1.116183456926234996e+00
2.900000000000000147e-02 9.936841498711766404e-03 -6.787432642671153982e-01 -8.447575681229013700e-01 1.015214819395870993e+00 -8.657115672001522988e-01 -2.836516337483245831e-01 3.379686325101290412e-01 3.316689862448684023e-01 -6.708367179131641267e-01 5.161527472120250870e-01 6.126948704522255928e-01 -1.118135653045350786e+00
2.999999999999999889e-02 1.027481013122189500e-02 -6.784115952808705829e-01 -8.454284048408144958e-01 1.015730972143082944e+00 -8.650988723297000638e-01 -2.847697694013699432e-01 3.376626023956635914e-01 3.310051217925447098e-01 -6.699245197811962704e-01 5.155952867914856963e-01 6.156005670914650452e-01 -1.120097860717215843e+00
3.099999999999999978e-02 1.061247273361755859e-02 -6.780805901590780671e-01 -8.460983293605957023e-01 1.016246567429874403e+00 -8.644832717626086405e-01 -2.858898672620871495e-01 3.373571402667782104e-01 3.303314424749958511e-01 -6.690042861553935349e-01 5.150386619252019793e-01 6.185166713774706837e-01 -1.122070128227560026e+00
3.200000000000000067e-02 1.094982987388433762e-02 -6.777502587166031045e-01 -8.467673336467510525e-01 1.016761606091799663e+00 -8.638647550912311734e-01 -2.870119373903147197e-01 3.370522440889346938e-01 3.296478376027843771e-01 -6.680759173795033368e-01 5.144828688644552672e-01 6.214432430275962371e-01 -1.124052504153877807e+00
3.300000000000000155e-02 1.128688211797327159e-02 -6.774206108790002956e-01 -8.474354095641305484e-01 1.017276088960664016e+00 -8.632433118482035761e-01 -2.881359898944685916e-01 3.367479118347386779e-01 3.289541949766208173e-01 -6.671393124752703629e-01 5.139279038758742812e-01 6.243803420700044793e-01 -1.126045037363804902e+00
3.400000000000000244e-02 1.162363002980800961e-02 -6.770916566840237127e-01 -8.481025488766058551e-01 1.017790016864539959e+00 -8.626189315061335572e-01 -2.892620349318323902e-01 3.364441414838641453e-01 3.282504008634525849e-01 -6.661943691212979246e-01 5.133737632413054586e-01 6.273280288418306982e-01 -1.128047777013361452e+00
3.500000000000000333e-02 1.196007417129187414e-02 -6.767634062831602293e-01 -8.487687432457271530e-01 1.018303390627781191e+00 -8.619916034772917568e-01 -2.903900827088457537e-01 3.361409310229778735e-01 3.275363399721301083e-01 -6.652409836315378300e-01 5.128204432576844995e-01 6.302863639871876256e-01 -1.130060772545058656e+00
3.600000000000000422e-02 1.229621510231485200e-02 -6.764358699431880506e-01 -8.494339842293586740e-01 1.018816211071038813e+00 -8.613613171133045476e-01 -2.915201434813908254e-01 3.358382784456642178e-01 3.268118954286429734e-01 -6.642790509334016713e-01 5.122679402369088031e-01 6.332554084550073847e-01 -1.132084073685861059e+00
3.699999999999999817e-02 1.263205338076051586e-02 -6.761090580477594481e-01 -8.500982632802920325e-01 1.019328479011275768e+00 -8.607280617048495008e-01 -2.926522275550766938e-01 3.355361817523500600e-01 3.260769487509176390e-01 -6.633084645454859762e-01 5.117162505057110122e-01 6.362352234967131315e-01 -1.134117730445000527e+00
3.799999999999999906e-02 1.296758956251286600e-02 -6.757829810990085839e-01 -8.507615717448374637e-01 1.019840195261781490e+00 -8.600918264813527392e-01 -2.937863452855217217e-01 3.352346389502299795e-01 3.253313798231685094e-01 -6.623291165549043402e-01 5.111653704055330039e-01 6.392258706637140575e-01 -1.136161793111636120e+00
3.899999999999999994e-02 1.330282420146309576e-02 -6.754576497191854267e-01 -8.514239008613924131e-01 1.020351360632187010e+00 -8.594526006106890659e-01 -2.949225070786333780e-01 3.349336480531915905e-01 3.245750668697940378e-01 -6.613408975942193235e-01 5.106152962924013217e-01 6.422274118047177627e-01 -1.138216312252353424e+00
4.000000000000000083e-02 1.363775784951628753e-02 -6.751330746523156456e-01 -8.520852417589865890e-01 1.020861975928479382e+00 -8.588103731988843137e-01 -2.960607233908857383e-01 3.346332070817409909e-01 3.238078864288091996e-01 -6.603436968179658972e-01 5.100660245368034973e-01 6.452399090628528899e-01 -1.140281338708497794e+00
4.100000000000000172e-02 1.397239105659802902e-02 -6.748092667658868171e-01 -8.527455854558045889e-01 1.021372041953016119e+00 -8.581651332898214690e-01 -2.972010047295942092e-01 3.343333140629284883e-01 3.230297133248059560e-01 -6.593374018787596658e-01 5.095175515235651487e-01 6.482634248725939186e-01 -1.142356923593335738e+00
4.200000000000000261e-02 1.430672437066095835e-02 -6.744862370525620543e-01 -8.534049228576833235e-01 1.021881559504539627e+00 -8.575168698649489052e-01 -2.983433616531875332e-01 3.340339670302744368e-01 3.222404206414322680e-01 -6.583218989029808732e-01 5.089698736517277444e-01 6.512980219564828976e-01 -1.144443118289035999e+00
4.300000000000000350e-02 1.464075833769123286e-02 -6.741639966319206145e-01 -8.540632447565863483e-01 1.022390529378191415e+00 -8.568655718429923906e-01 -2.994878047714765734e-01 3.337351640236951855e-01 3.214398796933810032e-01 -6.572970724660278652e-01 5.084229873344279227e-01 6.543437633216383498e-01 -1.146539974443466559e+00
4.399999999999999745e-02 1.497449350171492846e-02 -6.738425567522272619e-01 -8.547205418290523271e-01 1.022898952365525860e+00 -8.562112280796707608e-01 -3.006343447459200457e-01 3.334369030894292485e-01 3.206279599978797967e-01 -6.562628055671297922e-01 5.078768889987771429e-01 6.574007122560447947e-01 -1.148647543966798024e+00
4.499999999999999833e-02 1.530793040480435754e-02 -6.735219287922293852e-01 -8.553768046346194032e-01 1.023406829254524641e+00 -8.555538273674146987e-01 -3.017829922898868644e-01 3.331391822799635860e-01 3.198045292456717648e-01 -6.552189796037125591e-01 5.073315750857424478e-01 6.604689323246143440e-01 -1.150765879027907834e+00
4.599999999999999922e-02 1.564106958708432263e-02 -6.732021242629837587e-01 -8.560320236142231476e-01 1.023914160829610287e+00 -8.548933584350900672e-01 -3.029337581689147685e-01 3.328419996539599968e-01 3.189694532714782982e-01 -6.541654743453076959e-01 5.067870420500282247e-01 6.635484873650124849e-01 -1.152895032050577084e+00
4.700000000000000011e-02 1.597391158673828332e-02 -6.728831548097122806e-01 -8.566861890885684172e-01 1.024420947871660381e+00 -8.542298099477250162e-01 -3.040866532009653400e-01 3.325453532761816766e-01 3.181225960239336681e-01 -6.531021679069970443e-01 5.062432863599587440e-01 6.666394414832383930e-01 -1.155035055709473069e+00
4.800000000000000100e-02 1.630645694001446599e-02 -6.725650322136883519e-01 -8.573392912564754553e-01 1.024927191158020445e+00 -8.535631705062417529e-01 -3.052416882566748035e-01 3.322492412174197218e-01 3.172638195349820056e-01 -6.520289367223833787e-01 5.057003044973612527e-01 6.697418590489516710e-01 -1.157186002925909118e+00
4.900000000000000189e-02 1.663870618123188677e-02 -6.722477683941533444e-01 -8.579913201931977929e-01 1.025432891462517704e+00 -8.528934286471927528e-01 -3.063988742596007175e-01 3.319536615544201319e-01 3.163929838887263868e-01 -6.509456555160791913e-01 5.051580929574506218e-01 6.728558046905359635e-01 -1.159347926863372846e+00
5.000000000000000278e-02 1.697065984278630854e-02 -6.719313754102645975e-01 -8.586422658487138371e-01 1.025938049555475073e+00 -8.522205728425021887e-01 -3.075582221864641141e-01 3.316586123698103683e-01 3.155099471897196417e-01 -6.498521972757035359e-01 5.046166482487142169e-01 6.759813432898899022e-01 -1.161520880922816135e+00
5.100000000000000366e-02 1.730231845515611822e-02 -6.716158654630748348e-01 -8.592921180459895947e-01 1.026442666203723819e+00 -8.515445914992122445e-01 -3.087197430673869203e-01 3.313640917520265239e-01 3.146145655306868405e-01 -6.487484332233789397e-01 5.040759668927980997e-01 6.791185399769349429e-01 -1.163704918737696881e+00
5.200000000000000455e-02 1.763368254690814499e-02 -6.713012508975441106e-01 -8.599408664792129731e-01 1.026946742170616655e+00 -8.508654729592353139e-01 -3.098834479861246050e-01 3.310700977952402702e-01 3.137066929596686315e-01 -6.476342327867179449e-01 5.035360454243936745e-01 6.822674601238308822e-01 -1.165900094168763168e+00
5.299999999999999850e-02 1.796475264470338493e-02 -6.709875442045843963e-01 -8.605885007119996599e-01 1.027450278216041069e+00 -8.501832054991115273e-01 -3.110493480802933863e-01 3.307766285992858601e-01 3.127861814465748846e-01 -6.465094635692905101e-01 5.029968803911254449e-01 6.854281693388875052e-01 -1.168106461298571430e+00
5.399999999999999939e-02 1.829552927330267004e-02 -6.706747580231378070e-01 -8.612350101755689158e-01 1.027953275096432195e+00 -8.494977773297726076e-01 -3.122174545415919433e-01 3.304836822695875198e-01 3.118528808491371485e-01 -6.453739913205622791e-01 5.024584683534396579e-01 6.886007334601617069e-01 -1.170324074425729055e+00
5.500000000000000028e-02 1.862601295557225756e-02 -6.703629051422886898e-01 -8.618803841668895016e-01 1.028455733564785701e+00 -8.488091765963124979e-01 -3.133877786160176870e-01 3.301912569170863954e-01 3.109066388782496526e-01 -6.442276799052941705e-01 5.019208058844933928e-01 6.917852185487287642e-01 -1.172552988058849444e+00
5.600000000000000117e-02 1.895620421248934290e-02 -6.700519985034104620e-01 -8.625246118467947420e-01 1.028957654370670216e+00 -8.481173913777637630e-01 -3.145603316040765374e-01 3.298993506581681112e-01 3.099473010626866976e-01 -6.430703912723929605e-01 5.013838895700449827e-01 6.949816908816160987e-01 -1.174793256910212191e+00
5.700000000000000205e-02 1.928610356314751015e-02 -6.697420512023477546e-01 -8.631676822380671688e-01 1.029459038260240211e+00 -8.474224096868820943e-01 -3.157351248609867600e-01 3.296079616145899394e-01 3.089747107131853854e-01 -6.419019854232029809e-01 5.008477160083451007e-01 6.981902169443873207e-01 -1.177044935889115074e+00
5.800000000000000294e-02 1.961571152476209931e-02 -6.694330764916345267e-01 -8.638095842234904120e-01 1.029959885976248657e+00 -8.467242194699377000e-01 -3.169121697968758644e-01 3.293170879134081352e-01 3.079887088858818678e-01 -6.407223203792287158e-01 5.003122818100282920e-01 7.014108634233634509e-01 -1.179308080094908728e+00
5.900000000000000383e-02 1.994502861267550761e-02 -6.691250877827485954e-01 -8.644503065438696732e-01 1.030460198258058790e+00 -8.460228086065143538e-01 -3.180914778769707851e-01 3.290267276869054403e-01 3.069891343450891763e-01 -6.395312521492770852e-01 4.997775835980058923e-01 7.046436971974695540e-01 -1.181582744809700936e+00
5.999999999999999778e-02 2.027405534036241450e-02 -6.688180986484034696e-01 -8.650898377960190011e-01 1.030959975841656773e+00 -8.453181649093168826e-01 -3.192730606217805134e-01 3.287368790725184731e-01 3.059758235254045888e-01 -6.383286346960100888e-01 4.992436180073593355e-01 7.078887853296923494e-01 -1.183868985490719394e+00
6.099999999999999867e-02 2.060279221943493375e-02 -6.685121228248780412e-01 -8.657281664307150404e-01 1.031459219459664123e+00 -8.446102761239872025e-01 -3.204569296072712348e-01 3.284475402127650656e-01 3.049486104931342645e-01 -6.371143199018952652e-01 4.987103816852346272e-01 7.111461950581348113e-01 -1.186166857762321669e+00
6.199999999999999956e-02 2.093123975964769970e-02 -6.682071742143849136e-01 -8.663652807506169173e-01 1.031957929841349264e+00 -8.438991299289290149e-01 -3.216430964650335289e-01 3.281587092551718765e-01 3.039073269070225458e-01 -6.358881575345447512e-01 4.981778712907372619e-01 7.144159937866545462e-01 -1.188476417407637875e+00
6.300000000000000044e-02 2.125939846890287019e-02 -6.679032668874779199e-01 -8.670011689081514872e-01 1.032456107712639959e+00 -8.431847139351423825e-01 -3.228315728824411868e-01 3.278703843522016159e-01 3.028518019782735493e-01 -6.346499952114305065e-01 4.976460834948281398e-01 7.176982490750694055e-01 -1.190797720359834111e+00
6.400000000000000133e-02 2.158726885325507050e-02 -6.676004150854996100e-01 -8.676358189033629431e-01 1.032953753796134855e+00 -8.424670156860672998e-01 -3.240223706028010353e-01 3.275825636611805480e-01 3.017818624298517216e-01 -6.333996783639644912e-01 4.971150149802202600e-01 7.209930286289167878e-01 -1.193130822692983539e+00
6.500000000000000222e-02 2.191485141691625060e-02 -6.672986332230697037e-01 -8.682692185817268982e-01 1.033450868811115031e+00 -8.417460226574383642e-01 -3.252155014254939913e-01 3.272952453442259935e-01 3.006973324550485382e-01 -6.321370502009332482e-01 4.965846624412762478e-01 7.243004002887489801e-01 -1.195475780612529348e+00
6.600000000000000311e-02 2.224214666226047646e-02 -6.669979358906146238e-01 -8.689013556319278297e-01 1.033947453473556211e+00 -8.410217222571496620e-01 -3.264109772061065118e-01 3.270084275681735542e-01 2.995980336753022999e-01 -6.308619516712736797e-01 4.960550225839065464e-01 7.276204320189496588e-01 -1.197832650445327163e+00
6.700000000000000400e-02 2.256915508982864846e-02 -6.666983378569393270e-01 -8.695322175835991096e-01 1.034443508496140085e+00 -8.402941018251307570e-01 -3.276088098565518303e-01 3.267221085045045603e-01 2.984837850972570927e-01 -6.295742214261796921e-01 4.955260921254685536e-01 7.309531918960534558e-01 -1.200201488629250912e+00
6.800000000000000488e-02 2.289587719833315396e-02 -6.663998540718421015e-01 -8.701617918050252865e-01 1.034939034588265638e+00 -8.395631486332346682e-01 -3.288090113451810903e-01 3.264362863292733508e-01 2.973544030690475903e-01 -6.282736957805264977e-01 4.949978677946664796e-01 7.342987480965513791e-01 -1.202582351702345953e+00
6.900000000000000577e-02 2.322231348466242615e-02 -6.661024996687731070e-01 -8.707900655008058433e-01 1.035434032456060249e+00 -8.388288498851380615e-01 -3.300115936968834318e-01 3.261509592230343868e-01 2.962097012357958192e-01 -6.269602086736009161e-01 4.944703463314518155e-01 7.376571688841638830e-01 -1.204975296291515674e+00
7.000000000000000666e-02 2.354846444388546123e-02 -6.658062899675373236e-01 -8.714170257094794314e-01 1.035928502802391682e+00 -8.380911927162538744e-01 -3.312165689931749202e-01 3.258661253707696437e-01 2.950494904943055663e-01 -6.256335916291251298e-01 4.939435244869250230e-01 7.410285225965633771e-01 -1.207380379100721823e+00
7.100000000000000755e-02 2.387433056925623159e-02 -6.655112404770430201e-01 -8.720426593011085803e-01 1.036422446326878521e+00 -8.373501641936572648e-01 -3.324239493722756511e-01 3.255817829618156134e-01 2.938735789469404391e-01 -6.242936737145617920e-01 4.934173990232375573e-01 7.444128776315250828e-01 -1.209797656898685236e+00
7.200000000000000844e-02 2.419991235221804690e-02 -6.652173668980960741e-01 -8.726669529748231069e-01 1.036915863725901721e+00 -8.366057513160257697e-01 -3.336337470291743101e-01 3.252979301897903075e-01 2.926817718546711466e-01 -6.229402814996866100e-01 4.928919667134948890e-01 7.478103024324885828e-01 -1.212227186506065202e+00
7.299999999999999545e-02 2.452521028240783885e-02 -6.649246851262413660e-01 -8.732898932563227801e-01 1.037408755692615259e+00 -8.358579410135932308e-01 -3.348459742156803531e-01 3.250145652525204265e-01 2.914738715892771781e-01 -6.215732390144167452e-01 4.923672243416603034e-01 7.512208654735064162e-01 -1.214669024782102591e+00
7.399999999999999634e-02 2.485022484766035919e-02 -6.646332112546521342e-01 -8.739114664953372413e-01 1.037901122916957020e+00 -8.351067201481197078e-01 -3.360606432404624755e-01 3.247316863519679186e-01 2.902496775846882260e-01 -6.201923677058815976e-01 4.918431687024593657e-01 7.546446352435609572e-01 -1.217123228610705654e+00
7.499999999999999722e-02 2.517495653401232575e-02 -6.643429615770674035e-01 -8.745316588630430710e-01 1.038392966085659452e+00 -8.343520755128761568e-01 -3.372777664690732036e-01 3.244492916941570382e-01 2.890089862874503646e-01 -6.187974863947224291e-01 4.913197966012853302e-01 7.580816802302252633e-01 -1.219589854885960056e+00
7.599999999999999811e-02 2.549940582570648165e-02 -6.640539525907799279e-01 -8.751504563494377775e-01 1.038884285882260672e+00 -8.335939938326459853e-01 -3.384973563239591643e-01 3.241673794891007931e-01 2.877515911063013854e-01 -6.173884112306072813e-01 4.907971048541052150e-01 7.615320689026460199e-01 -1.222068960497042278e+00
7.699999999999999900e-02 2.582357320519558172e-02 -6.637662009996736501e-01 -8.757678447606683791e-01 1.039375082987114673e+00 -8.328324617637433702e-01 -3.397194252844562001e-01 3.238859479507276151e-01 2.864772823608407459e-01 -6.159649556469486420e-01 4.902750902873667105e-01 7.649958696938240488e-01 -1.224560602312514845e+00
7.799999999999999989e-02 2.614745915314630950e-02 -6.634797237173127860e-01 -8.763838097163153540e-01 1.039865358077401991e+00 -8.320674658940495627e-01 -3.409439858867687190e-01 3.236049952968077514e-01 2.851858472292776447e-01 -6.145269303148093165e-01 4.897537497379057525e-01 7.684731509821686180e-01 -1.227064837163984068e+00
7.900000000000000078e-02 2.647106414844311792e-02 -6.631945378700835336e-01 -8.769983366466301833e-01 1.040355111827139911e+00 -8.312989927430673998e-01 -3.421710507239327237e-01 3.233245197488794354e-01 2.838770696952421235e-01 -6.130741430959825156e-01 4.892330800528550405e-01 7.719639810722994655e-01 -1.229581721829094754e+00
8.000000000000000167e-02 2.679438866819199710e-02 -6.629106608003882961e-01 -8.776114107897261540e-01 1.040844344907192687e+00 -8.305270287619951342e-01 -3.434006324457617998e-01 3.230445195321752228e-01 2.825507304936431541e-01 -6.116063989952328361e-01 4.887130780895532767e-01 7.754684281750700015e-01 -1.232111313013840803e+00
8.100000000000000255e-02 2.711743318772417283e-02 -6.626281100698946380e-01 -8.782230171887214221e-01 1.041333057985282196e+00 -8.297515603338200263e-01 -3.446327437587756171e-01 3.227649928755477737e-01 2.812066070555576114e-01 -6.101235001116837031e-01 4.881937407154551267e-01 7.789865603867854871e-01 -1.234653667334167038e+00
8.200000000000000344e-02 2.744019818059972166e-02 -6.623469034628390872e-01 -8.788331406888331143e-01 1.041821251725997710e+00 -8.289725737734332522e-01 -3.458673974261097794e-01 3.224859380113958562e-01 2.798444734521338684e-01 -6.086252455893365054e-01 4.876750648080419581e-01 7.825184456675866596e-01 -1.237208841296837836e+00
8.300000000000000433e-02 2.776268411861111673e-02 -6.620670589893870028e-01 -8.794417659344224703e-01 1.042308926790805668e+00 -8.281900553277656840e-01 -3.471046062674066346e-01 3.222073531755898501e-01 2.784641003374937474e-01 -6.071114315667078820e-01 4.871570472547335218e-01 7.860641518189711574e-01 -1.239776891279545934e+00
8.400000000000000522e-02 2.808489147178670764e-02 -6.617885948890495085e-01 -8.800488773659891351e-01 1.042796083838060328e+00 -8.274039911759467625e-01 -3.483443831586861550e-01 3.219292366073974176e-01 2.770652548906165080e-01 -6.055818511255699477e-01 4.866396849528001889e-01 7.896237464604209944e-01 -1.242357873510236743e+00
